Timestamp,Name,Value
11.464297,"NT:/limelight-front/tl",34.424686431884766
11.464335,"NT:/limelight-front/tc",0.03921568766236305;0.21568627655506134;0.2666666805744171
11.464353,"NT:/limelight-front/hb",1663
11.46439,"NT:/limelight-front/botpose",0;0;0;0;0;0;72.04468536376953
11.464409,"NT:/limelight-front/botpose_wpiblue",0;0;0;0;0;0;72.04468536376953
11.464427,"NT:/limelight-front/botpose_wpired",0;0;0;0;0;0;72.04468536376953
11.464464,"NT:/limelight-front/json","{""Results"":{""Bardcode"":[],""Classifier"":[],""Detector"":[],""Fiducial"":[],""Retro"":[],""botpose"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpiblue"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpired"":[0.0,0.0,0.0,0.0,0.0,0.0],""cl"":37.619998931884766,""pID"":0.0,""t6c_rs"":[0.0,0.0,0.0,0.0,0.0,-0.0],""tl"":34.424686431884766,""ts"":61113.058499,""v"":1}}"
11.469158,"NT:/limelight-back/tl",16.329925537109375
11.469195,"NT:/limelight-back/tc",0.545098066329956;0.545098066329956;0.545098066329956
11.469213,"NT:/limelight-back/hb",2607
11.469232,"NT:/limelight-back/botpose",0;0;0;0;0;0;32.60548400878906;0;0;0;0
11.469269,"NT:/limelight-back/botpose_wpiblue",0;0;0;0;0;0;32.60548400878906;0;0;0;0
11.469287,"NT:/limelight-back/botpose_wpired",0;0;0;0;0;0;32.60548400878906;0;0;0;0
11.469325,"NT:/limelight-back/json","{""Results"":{""Bardcode"":[],""Classifier"":[],""Detector"":[],""Fiducial"":[],""Retro"":[],""botpose"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_avgarea"":0.0,""botpose_avgdist"":0.0,""botpose_span"":0.0,""botpose_tagcount"":0,""botpose_wpiblue"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpired"":[0.0,0.0,0.0,0.0,0.0,0.0],""cl"":16.275556564331055,""pID"":0.0,""t6c_rs"":[-0.3199999928474426,0.07000000029802322,0.2199999988079071,0.0,45.0,-180.0],""tl"":16.329925537109375,""ts"":61276.779517999996,""v"":0}}"
11.48895,"NT:/limelight-back/tl",17.792314529418945
11.488988,"NT:/limelight-back/tc",0.5215686559677124;0.5215686559677124;0.5215686559677124
11.489025,"NT:/limelight-back/hb",2608
11.489043,"NT:/limelight-back/botpose",0;0;0;0;0;0;34.06787109375;0;0;0;0
11.48908,"NT:/limelight-back/botpose_wpiblue",0;0;0;0;0;0;34.06787109375;0;0;0;0
11.489099,"NT:/limelight-back/botpose_wpired",0;0;0;0;0;0;34.06787109375;0;0;0;0
11.489136,"NT:/limelight-back/json","{""Results"":{""Bardcode"":[],""Classifier"":[],""Detector"":[],""Fiducial"":[],""Retro"":[],""botpose"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_avgarea"":0.0,""botpose_avgdist"":0.0,""botpose_span"":0.0,""botpose_tagcount"":0,""botpose_wpiblue"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpired"":[0.0,0.0,0.0,0.0,0.0,0.0],""cl"":16.275556564331055,""pID"":0.0,""t6c_rs"":[-0.3199999928474426,0.07000000029802322,0.2199999988079071,0.0,45.0,-180.0],""tl"":17.792314529418945,""ts"":61295.01587,""v"":0}}"
11.499802,"NT:/limelight-front/tl",35.444332122802734
11.499913,"NT:/limelight-front/tc",0.0784313753247261;0.10980392247438431;0.054901961237192154
11.499932,"NT:/limelight-front/hb",1664
11.499951,"NT:/limelight-front/botpose",0;0;0;0;0;0;73.0643310546875
11.499988,"NT:/limelight-front/botpose_wpiblue",0;0;0;0;0;0;73.0643310546875
11.500006,"NT:/limelight-front/botpose_wpired",0;0;0;0;0;0;73.0643310546875
11.500025,"NT:/limelight-front/json","{""Results"":{""Bardcode"":[],""Classifier"":[],""Detector"":[],""Fiducial"":[],""Retro"":[],""botpose"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpiblue"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpired"":[0.0,0.0,0.0,0.0,0.0,0.0],""cl"":37.619998931884766,""pID"":0.0,""t6c_rs"":[0.0,0.0,0.0,0.0,0.0,-0.0],""tl"":35.444332122802734,""ts"":61149.12961,""v"":1}}"
11.505478,"NT:/limelight-back/tl",17.568443298339844
11.505534,"NT:/limelight-back/tc",0.5098039507865906;0.5098039507865906;0.5098039507865906
11.505553,"NT:/limelight-back/hb",2609
11.50559,"NT:/limelight-back/botpose",0;0;0;0;0;0;33.84400177001953;0;0;0;0
11.505849,"NT:/limelight-back/botpose_wpiblue",0;0;0;0;0;0;33.84400177001953;0;0;0;0
11.505887,"NT:/limelight-back/botpose_wpired",0;0;0;0;0;0;33.84400177001953;0;0;0;0
11.505905,"NT:/limelight-back/json","{""Results"":{""Bardcode"":[],""Classifier"":[],""Detector"":[],""Fiducial"":[],""Retro"":[],""botpose"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_avgarea"":0.0,""botpose_avgdist"":0.0,""botpose_span"":0.0,""botpose_tagcount"":0,""botpose_wpiblue"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpired"":[0.0,0.0,0.0,0.0,0.0,0.0],""cl"":16.275556564331055,""pID"":0.0,""t6c_rs"":[-0.3199999928474426,0.07000000029802322,0.2199999988079071,0.0,45.0,-180.0],""tl"":17.568443298339844,""ts"":61313.207555,""v"":0}}"
11.533508,"NT:/limelight-front/tl",32.96296310424805
11.533563,"NT:/limelight-front/tc",0.1921568661928177;0.25882354378700256;0.2078431397676468
11.533582,"NT:/limelight-front/hb",1665
11.5336,"NT:/limelight-front/botpose",0;0;0;0;0;0;70.58296203613281
11.533637,"NT:/limelight-front/botpose_wpiblue",0;0;0;0;0;0;70.58296203613281
11.533656,"NT:/limelight-front/botpose_wpired",0;0;0;0;0;0;70.58296203613281
11.533693,"NT:/limelight-front/json","{""Results"":{""Bardcode"":[],""Classifier"":[],""Detector"":[],""Fiducial"":[],""Retro"":[],""botpose"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpiblue"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpired"":[0.0,0.0,0.0,0.0,0.0,0.0],""cl"":37.619998931884766,""pID"":0.0,""t6c_rs"":[0.0,0.0,0.0,0.0,0.0,-0.0],""tl"":32.96296310424805,""ts"":61182.893203,""v"":1}}"
11.536513,"NT:/limelight-back/tl",18.825796127319336
11.53655,"NT:/limelight-back/tc",0.5333333611488342;0.5333333611488342;0.5333333611488342
11.536568,"NT:/limelight-back/hb",2610
11.536605,"NT:/limelight-back/botpose",0;0;0;0;0;0;35.10135269165039;0;0;0;0
11.536642,"NT:/limelight-back/botpose_wpiblue",0;0;0;0;0;0;35.10135269165039;0;0;0;0
11.536661,"NT:/limelight-back/botpose_wpired",0;0;0;0;0;0;35.10135269165039;0;0;0;0
11.536698,"NT:/limelight-back/json","{""Results"":{""Bardcode"":[],""Classifier"":[],""Detector"":[],""Fiducial"":[],""Retro"":[],""botpose"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_avgarea"":0.0,""botpose_avgdist"":0.0,""botpose_span"":0.0,""botpose_tagcount"":0,""botpose_wpiblue"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpired"":[0.0,0.0,0.0,0.0,0.0,0.0],""cl"":16.275556564331055,""pID"":0.0,""t6c_rs"":[-0.3199999928474426,0.07000000029802322,0.2199999988079071,0.0,45.0,-180.0],""tl"":18.825796127319336,""ts"":61343.473092,""v"":0}}"
11.555712,"NT:/limelight-back/tl",18.71299934387207
11.555805,"NT:/limelight-back/tc",0.5372549295425415;0.5372549295425415;0.5372549295425415
11.555842,"NT:/limelight-back/hb",2611
11.55586,"NT:/limelight-back/botpose",0;0;0;0;0;0;34.988555908203125;0;0;0;0
11.555897,"NT:/limelight-back/botpose_wpiblue",0;0;0;0;0;0;34.988555908203125;0;0;0;0
11.555916,"NT:/limelight-back/botpose_wpired",0;0;0;0;0;0;34.988555908203125;0;0;0;0
11.555953,"NT:/limelight-back/json","{""Results"":{""Bardcode"":[],""Classifier"":[],""Detector"":[],""Fiducial"":[],""Retro"":[],""botpose"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_avgarea"":0.0,""botpose_avgdist"":0.0,""botpose_span"":0.0,""botpose_tagcount"":0,""botpose_wpiblue"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpired"":[0.0,0.0,0.0,0.0,0.0,0.0],""cl"":16.275556564331055,""pID"":0.0,""t6c_rs"":[-0.3199999928474426,0.07000000029802322,0.2199999988079071,0.0,45.0,-180.0],""tl"":18.71299934387207,""ts"":61363.201517999994,""v"":0}}"
11.568641,"NT:/limelight-front/tl",34.54783248901367
11.568697,"NT:/limelight-front/tc",0.2549019753932953;0.30980393290519714;0.24313725531101227
11.568715,"NT:/limelight-front/hb",1666
11.568734,"NT:/limelight-front/botpose",0;0;0;0;0;0;72.16783142089844
11.568771,"NT:/limelight-front/botpose_wpiblue",0;0;0;0;0;0;72.16783142089844
11.56879,"NT:/limelight-front/botpose_wpired",0;0;0;0;0;0;72.16783142089844
11.568808,"NT:/limelight-front/json","{""Results"":{""Bardcode"":[],""Classifier"":[],""Detector"":[],""Fiducial"":[],""Retro"":[],""botpose"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpiblue"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpired"":[0.0,0.0,0.0,0.0,0.0,0.0],""cl"":37.619998931884766,""pID"":0.0,""t6c_rs"":[0.0,0.0,0.0,0.0,0.0,-0.0],""tl"":34.54783248901367,""ts"":61218.093333,""v"":1}}"
11.572704,"NT:/limelight-back/tl",16.63249969482422
11.572741,"NT:/limelight-back/tc",0.5215686559677124;0.5215686559677124;0.5215686559677124
11.572778,"NT:/limelight-back/hb",2612
11.572796,"NT:/limelight-back/botpose",0;0;0;0;0;0;32.908058166503906;0;0;0;0
11.572815,"NT:/limelight-back/botpose_wpiblue",0;0;0;0;0;0;32.908058166503906;0;0;0;0
11.572852,"NT:/limelight-back/botpose_wpired",0;0;0;0;0;0;32.908058166503906;0;0;0;0
11.572871,"NT:/limelight-back/json","{""Results"":{""Bardcode"":[],""Classifier"":[],""Detector"":[],""Fiducial"":[],""Retro"":[],""botpose"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_avgarea"":0.0,""botpose_avgdist"":0.0,""botpose_span"":0.0,""botpose_tagcount"":0,""botpose_wpiblue"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpired"":[0.0,0.0,0.0,0.0,0.0,0.0],""cl"":16.275556564331055,""pID"":0.0,""t6c_rs"":[-0.3199999928474426,0.07000000029802322,0.2199999988079071,0.0,45.0,-180.0],""tl"":16.63249969482422,""ts"":61380.307109999994,""v"":0}}"
11.59283,"NT:/limelight-back/tl",19.220684051513672
11.592886,"NT:/limelight-back/tc",0.5254902243614197;0.529411792755127;0.5254902243614197
11.592905,"NT:/limelight-back/hb",2613
11.592942,"NT:/limelight-back/botpose",0;0;0;0;0;0;35.496238708496094;0;0;0;0
11.59296,"NT:/limelight-back/botpose_wpiblue",0;0;0;0;0;0;35.496238708496094;0;0;0;0
11.592979,"NT:/limelight-back/botpose_wpired",0;0;0;0;0;0;35.496238708496094;0;0;0;0
11.593016,"NT:/limelight-back/json","{""Results"":{""Bardcode"":[],""Classifier"":[],""Detector"":[],""Fiducial"":[],""Retro"":[],""botpose"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_avgarea"":0.0,""botpose_avgdist"":0.0,""botpose_span"":0.0,""botpose_tagcount"":0,""botpose_wpiblue"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpired"":[0.0,0.0,0.0,0.0,0.0,0.0],""cl"":16.275556564331055,""pID"":0.0,""t6c_rs"":[-0.3199999928474426,0.07000000029802322,0.2199999988079071,0.0,45.0,-180.0],""tl"":19.220684051513672,""ts"":61400.115647,""v"":0}}"
11.600714,"NT:/limelight-front/tl",31.596223831176758
11.60077,"NT:/limelight-front/tc",0.3686274588108063;0.48627451062202454;0.42352941632270813
11.600788,"NT:/limelight-front/hb",1667
11.600807,"NT:/limelight-front/botpose",0;0;0;0;0;0;69.21622467041016
11.600825,"NT:/limelight-front/botpose_wpiblue",0;0;0;0;0;0;69.21622467041016
11.600863,"NT:/limelight-front/botpose_wpired",0;0;0;0;0;0;69.21622467041016
11.600881,"NT:/limelight-front/json","{""Results"":{""Bardcode"":[],""Classifier"":[],""Detector"":[],""Fiducial"":[],""Retro"":[],""botpose"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpiblue"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpired"":[0.0,0.0,0.0,0.0,0.0,0.0],""cl"":37.619998931884766,""pID"":0.0,""t6c_rs"":[0.0,0.0,0.0,0.0,0.0,-0.0],""tl"":31.596223831176758,""ts"":61250.314277,""v"":1}}"
11.610008,"NT:/limelight-back/tl",16.97003746032715
11.610063,"NT:/limelight-back/tc",0.5176470875740051;0.5215686559677124;0.5176470875740051
11.610082,"NT:/limelight-back/hb",2614
11.610119,"NT:/limelight-back/botpose",0;0;0;0;0;0;33.2455940246582;0;0;0;0
11.610138,"NT:/limelight-back/botpose_wpiblue",0;0;0;0;0;0;33.2455940246582;0;0;0;0
11.610175,"NT:/limelight-back/botpose_wpired",0;0;0;0;0;0;33.2455940246582;0;0;0;0
11.610193,"NT:/limelight-back/json","{""Results"":{""Bardcode"":[],""Classifier"":[],""Detector"":[],""Fiducial"":[],""Retro"":[],""botpose"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_avgarea"":0.0,""botpose_avgdist"":0.0,""botpose_span"":0.0,""botpose_tagcount"":0,""botpose_wpiblue"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpired"":[0.0,0.0,0.0,0.0,0.0,0.0],""cl"":16.275556564331055,""pID"":0.0,""t6c_rs"":[-0.3199999928474426,0.07000000029802322,0.2199999988079071,0.0,45.0,-180.0],""tl"":16.97003746032715,""ts"":61417.596073,""v"":0}}"
11.628075,"NT:/limelight-back/tl",17.51816749572754
11.628131,"NT:/limelight-back/tc",0.5254902243614197;0.529411792755127;0.5254902243614197
11.62815,"NT:/limelight-back/hb",2615
11.628187,"NT:/limelight-back/botpose",0;0;0;0;0;0;33.793724060058594;0;0;0;0
11.628205,"NT:/limelight-back/botpose_wpiblue",0;0;0;0;0;0;33.793724060058594;0;0;0;0
11.628242,"NT:/limelight-back/botpose_wpired",0;0;0;0;0;0;33.793724060058594;0;0;0;0
11.628261,"NT:/limelight-back/json","{""Results"":{""Bardcode"":[],""Classifier"":[],""Detector"":[],""Fiducial"":[],""Retro"":[],""botpose"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_avgarea"":0.0,""botpose_avgdist"":0.0,""botpose_span"":0.0,""botpose_tagcount"":0,""botpose_wpiblue"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpired"":[0.0,0.0,0.0,0.0,0.0,0.0],""cl"":16.275556564331055,""pID"":0.0,""t6c_rs"":[-0.3199999928474426,0.07000000029802322,0.2199999988079071,0.0,45.0,-180.0],""tl"":17.51816749572754,""ts"":61435.688147,""v"":0}}"
11.637091,"NT:/limelight-front/tl",35.755592346191406
11.637128,"NT:/limelight-front/tc",0.40392157435417175;0.5333333611488342;0.43529412150382996
11.637165,"NT:/limelight-front/hb",1668
11.637183,"NT:/limelight-front/botpose",0;0;0;0;0;0;73.37559509277344
11.637202,"NT:/limelight-front/botpose_wpiblue",0;0;0;0;0;0;73.37559509277344
11.637221,"NT:/limelight-front/botpose_wpired",0;0;0;0;0;0;73.37559509277344
11.637258,"NT:/limelight-front/json","{""Results"":{""Bardcode"":[],""Classifier"":[],""Detector"":[],""Fiducial"":[],""Retro"":[],""botpose"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpiblue"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpired"":[0.0,0.0,0.0,0.0,0.0,0.0],""cl"":37.619998931884766,""pID"":0.0,""t6c_rs"":[0.0,0.0,0.0,0.0,0.0,-0.0],""tl"":35.755592346191406,""ts"":61286.542128999994,""v"":1}}"
11.646032,"NT:/limelight-back/tl",16.597017288208008
11.646087,"NT:/limelight-back/tc",0.5372549295425415;0.5411764979362488;0.5372549295425415
11.646106,"NT:/limelight-back/hb",2616
11.646125,"NT:/limelight-back/botpose",0;0;0;0;0;0;32.87257385253906;0;0;0;0
11.646162,"NT:/limelight-back/botpose_wpiblue",0;0;0;0;0;0;32.87257385253906;0;0;0;0
11.64618,"NT:/limelight-back/botpose_wpired",0;0;0;0;0;0;32.87257385253906;0;0;0;0
11.646217,"NT:/limelight-back/json","{""Results"":{""Bardcode"":[],""Classifier"":[],""Detector"":[],""Fiducial"":[],""Retro"":[],""botpose"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_avgarea"":0.0,""botpose_avgdist"":0.0,""botpose_span"":0.0,""botpose_tagcount"":0,""botpose_wpiblue"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpired"":[0.0,0.0,0.0,0.0,0.0,0.0],""cl"":16.275556564331055,""pID"":0.0,""t6c_rs"":[-0.3199999928474426,0.07000000029802322,0.2199999988079071,0.0,45.0,-180.0],""tl"":16.597017288208008,""ts"":61452.761351,""v"":0}}"
11.664396,"NT:/limelight-back/tl",18.386463165283203
11.664433,"NT:/limelight-back/tc",0.529411792755127;0.5333333611488342;0.529411792755127
11.664471,"NT:/limelight-back/hb",2617
11.664489,"NT:/limelight-back/botpose",0;0;0;0;0;0;34.662017822265625;0;0;0;0
11.664508,"NT:/limelight-back/botpose_wpiblue",0;0;0;0;0;0;34.662017822265625;0;0;0;0
11.664545,"NT:/limelight-back/botpose_wpired",0;0;0;0;0;0;34.662017822265625;0;0;0;0
11.664563,"NT:/limelight-back/json","{""Results"":{""Bardcode"":[],""Classifier"":[],""Detector"":[],""Fiducial"":[],""Retro"":[],""botpose"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_avgarea"":0.0,""botpose_avgdist"":0.0,""botpose_span"":0.0,""botpose_tagcount"":0,""botpose_wpiblue"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpired"":[0.0,0.0,0.0,0.0,0.0,0.0],""cl"":16.275556564331055,""pID"":0.0,""t6c_rs"":[-0.3199999928474426,0.07000000029802322,0.2199999988079071,0.0,45.0,-180.0],""tl"":18.386463165283203,""ts"":61471.754573,""v"":0}}"
11.671557,"NT:/limelight-front/tl",33.83642578125
11.671594,"NT:/limelight-front/tc",0.4313725531101227;0.545098066329956;0.501960813999176
11.671631,"NT:/limelight-front/hb",1669
11.671649,"NT:/limelight-front/botpose",0;0;0;0;0;0;71.4564208984375
11.671668,"NT:/limelight-front/botpose_wpiblue",0;0;0;0;0;0;71.4564208984375
11.671686,"NT:/limelight-front/botpose_wpired",0;0;0;0;0;0;71.4564208984375
11.671724,"NT:/limelight-front/json","{""Results"":{""Bardcode"":[],""Classifier"":[],""Detector"":[],""Fiducial"":[],""Retro"":[],""botpose"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpiblue"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpired"":[0.0,0.0,0.0,0.0,0.0,0.0],""cl"":37.619998931884766,""pID"":0.0,""t6c_rs"":[0.0,0.0,0.0,0.0,0.0,-0.0],""tl"":33.83642578125,""ts"":61321.067425,""v"":1}}"
11.681722,"NT:/limelight-back/tl",17.04242515563965
11.681759,"NT:/limelight-back/tc",0.5098039507865906;0.5137255191802979;0.5137255191802979
11.681778,"NT:/limelight-back/hb",2618
11.682149,"NT:/limelight-back/botpose",0;0;0;0;0;0;33.3179817199707;0;0;0;0
11.682167,"NT:/limelight-back/botpose_wpiblue",0;0;0;0;0;0;33.3179817199707;0;0;0;0
11.682204,"NT:/limelight-back/botpose_wpired",0;0;0;0;0;0;33.3179817199707;0;0;0;0
11.682223,"NT:/limelight-back/json","{""Results"":{""Bardcode"":[],""Classifier"":[],""Detector"":[],""Fiducial"":[],""Retro"":[],""botpose"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_avgarea"":0.0,""botpose_avgdist"":0.0,""botpose_span"":0.0,""botpose_tagcount"":0,""botpose_wpiblue"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpired"":[0.0,0.0,0.0,0.0,0.0,0.0],""cl"":16.275556564331055,""pID"":0.0,""t6c_rs"":[-0.3199999928474426,0.07000000029802322,0.2199999988079071,0.0,45.0,-180.0],""tl"":17.04242515563965,""ts"":61489.30712899999,""v"":0}}"
11.699103,"NT:/limelight-back/tl",16.263591766357422
11.69914,"NT:/limelight-back/tc",0.48627451062202454;0.48627451062202454;0.48627451062202454
11.699474,"NT:/limelight-back/hb",2619
11.699604,"NT:/limelight-back/botpose",0;0;0;0;0;0;32.539146423339844;0;0;0;0
11.699641,"NT:/limelight-back/botpose_wpiblue",0;0;0;0;0;0;32.539146423339844;0;0;0;0
11.69966,"NT:/limelight-back/botpose_wpired",0;0;0;0;0;0;32.539146423339844;0;0;0;0
11.699678,"NT:/limelight-back/json","{""Results"":{""Bardcode"":[],""Classifier"":[],""Detector"":[],""Fiducial"":[],""Retro"":[],""botpose"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_avgarea"":0.0,""botpose_avgdist"":0.0,""botpose_span"":0.0,""botpose_tagcount"":0,""botpose_wpiblue"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpired"":[0.0,0.0,0.0,0.0,0.0,0.0],""cl"":16.275556564331055,""pID"":0.0,""t6c_rs"":[-0.3199999928474426,0.07000000029802322,0.2199999988079071,0.0,45.0,-180.0],""tl"":16.263591766357422,""ts"":61506.145129,""v"":0}}"
11.705132,"NT:/limelight-front/tl",32.79696273803711
11.705225,"NT:/limelight-front/tc",0.4470588266849518;0.5529412031173706;0.46666666865348816
11.705262,"NT:/limelight-front/hb",1670
11.705281,"NT:/limelight-front/botpose",0;0;0;0;0;0;70.41696166992188
11.705299,"NT:/limelight-front/botpose_wpiblue",0;0;0;0;0;0;70.41696166992188
11.705318,"NT:/limelight-front/botpose_wpired",0;0;0;0;0;0;70.41696166992188
11.705355,"NT:/limelight-front/json","{""Results"":{""Bardcode"":[],""Classifier"":[],""Detector"":[],""Fiducial"":[],""Retro"":[],""botpose"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpiblue"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpired"":[0.0,0.0,0.0,0.0,0.0,0.0],""cl"":37.619998931884766,""pID"":0.0,""t6c_rs"":[0.0,0.0,0.0,0.0,0.0,-0.0],""tl"":32.79696273803711,""ts"":61354.471851,""v"":1}}"
11.718136,"NT:/limelight-back/tl",19.010332107543945
11.718191,"NT:/limelight-back/tc",0.5137255191802979;0.5137255191802979;0.5137255191802979
11.71821,"NT:/limelight-back/hb",2620
11.718228,"NT:/limelight-back/botpose",0;0;0;0;0;0;35.285888671875;0;0;0;0
11.718266,"NT:/limelight-back/botpose_wpiblue",0;0;0;0;0;0;35.285888671875;0;0;0;0
11.718284,"NT:/limelight-back/botpose_wpired",0;0;0;0;0;0;35.285888671875;0;0;0;0
11.718395,"NT:/limelight-back/json","{""Results"":{""Bardcode"":[],""Classifier"":[],""Detector"":[],""Fiducial"":[],""Retro"":[],""botpose"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_avgarea"":0.0,""botpose_avgdist"":0.0,""botpose_span"":0.0,""botpose_tagcount"":0,""botpose_wpiblue"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpired"":[0.0,0.0,0.0,0.0,0.0,0.0],""cl"":16.275556564331055,""pID"":0.0,""t6c_rs"":[-0.3199999928474426,0.07000000029802322,0.2199999988079071,0.0,45.0,-180.0],""tl"":19.010332107543945,""ts"":61525.680944,""v"":0}}"
11.737057,"NT:/limelight-back/tl",18.178443908691406
11.737094,"NT:/limelight-back/tc",0.5411764979362488;0.5411764979362488;0.5411764979362488
11.737112,"NT:/limelight-back/hb",2621
11.737131,"NT:/limelight-back/botpose",0;0;0;0;0;0;34.454002380371094;0;0;0;0
11.737168,"NT:/limelight-back/botpose_wpiblue",0;0;0;0;0;0;34.454002380371094;0;0;0;0
11.737187,"NT:/limelight-back/botpose_wpired",0;0;0;0;0;0;34.454002380371094;0;0;0;0
11.737224,"NT:/limelight-back/json","{""Results"":{""Bardcode"":[],""Classifier"":[],""Detector"":[],""Fiducial"":[],""Retro"":[],""botpose"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_avgarea"":0.0,""botpose_avgdist"":0.0,""botpose_span"":0.0,""botpose_tagcount"":0,""botpose_wpiblue"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpired"":[0.0,0.0,0.0,0.0,0.0,0.0],""cl"":16.275556564331055,""pID"":0.0,""t6c_rs"":[-0.3199999928474426,0.07000000029802322,0.2199999988079071,0.0,45.0,-180.0],""tl"":18.178443908691406,""ts"":61544.452647,""v"":0}}"
11.740099,"NT:/limelight-front/tl",34.32685089111328
11.740136,"NT:/limelight-front/tc",0.42352941632270813;0.5411764979362488;0.4745098054409027
11.740229,"NT:/limelight-front/hb",1671
11.740266,"NT:/limelight-front/botpose",0;0;0;0;0;0;71.94685363769531
11.740284,"NT:/limelight-front/botpose_wpiblue",0;0;0;0;0;0;71.94685363769531
11.740321,"NT:/limelight-front/botpose_wpired",0;0;0;0;0;0;71.94685363769531
11.74034,"NT:/limelight-front/json","{""Results"":{""Bardcode"":[],""Classifier"":[],""Detector"":[],""Fiducial"":[],""Retro"":[],""botpose"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpiblue"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpired"":[0.0,0.0,0.0,0.0,0.0,0.0],""cl"":37.619998931884766,""pID"":0.0,""t6c_rs"":[0.0,0.0,0.0,0.0,0.0,-0.0],""tl"":34.32685089111328,""ts"":61389.583887999994,""v"":1}}"
11.757517,"NT:/limelight-back/tl",20.156408309936523
11.757554,"NT:/limelight-back/tc",0.5372549295425415;0.5411764979362488;0.5411764979362488
11.757592,"NT:/limelight-back/hb",2622
11.75761,"NT:/limelight-back/botpose",0;0;0;0;0;0;36.43196487426758;0;0;0;0
11.75774,"NT:/limelight-back/botpose_wpiblue",0;0;0;0;0;0;36.43196487426758;0;0;0;0
11.757758,"NT:/limelight-back/botpose_wpired",0;0;0;0;0;0;36.43196487426758;0;0;0;0
11.757796,"NT:/limelight-back/json","{""Results"":{""Bardcode"":[],""Classifier"":[],""Detector"":[],""Fiducial"":[],""Retro"":[],""botpose"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_avgarea"":0.0,""botpose_avgdist"":0.0,""botpose_span"":0.0,""botpose_tagcount"":0,""botpose_wpiblue"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpired"":[0.0,0.0,0.0,0.0,0.0,0.0],""cl"":16.275556564331055,""pID"":0.0,""t6c_rs"":[-0.3199999928474426,0.07000000029802322,0.2199999988079071,0.0,45.0,-180.0],""tl"":20.156408309936523,""ts"":61565.062462,""v"":0}}"
11.773526,"NT:/limelight-back/tl",15.423704147338867
11.773563,"NT:/limelight-back/tc",0.5215686559677124;0.5254902243614197;0.5254902243614197
11.773582,"NT:/limelight-back/hb",2623
11.7736,"NT:/limelight-back/botpose",0;0;0;0;0;0;31.699260711669922;0;0;0;0
11.773637,"NT:/limelight-back/botpose_wpiblue",0;0;0;0;0;0;31.699260711669922;0;0;0;0
11.773656,"NT:/limelight-back/botpose_wpired",0;0;0;0;0;0;31.699260711669922;0;0;0;0
